שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
כרכום,1285,443,337,2,335,134,2,0,0,0,0,28,0,0,0,0,30,2,56,17,0,0,0,0,57,0,0,5,0,0,4
כרם בן זמרה,664,364,288,0,288,33,5,0,0,0,0,39,0,0,0,0,28,6,127,0,1,0,0,0,15,0,0,9,3,0,22
כרם יבנה (ישיבה),1094,162,147,0,147,0,12,0,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,55,0,0
"כרם מהר""ל",580,598,478,0,478,221,1,2,0,0,0,24,0,0,0,0,33,4,56,65,0,0,0,0,63,0,0,5,2,0,2
כרם שלום,1085,95,48,0,48,18,0,2,0,0,0,6,0,0,0,0,2,1,6,6,0,0,0,0,0,0,0,6,1,0,0
כרמי יוסף,1264,1418,1129,7,1122,584,2,2,0,0,0,40,0,0,0,0,59,11,122,129,2,0,0,0,146,0,0,11,11,1,2
כרמי צור,3766,529,475,0,475,0,4,0,0,0,0,306,0,0,0,0,1,0,71,0,0,0,0,0,0,0,0,4,86,0,3
כרמיאל,1139,39888,25162,435,24727,4328,647,318,7,3,6,1367,3,4,0,3,2150,4532,6684,435,9,3,1,15,2995,11,11,359,188,18,630
כרמיה,768,464,356,0,356,125,0,4,0,0,0,19,0,0,0,0,28,6,62,66,0,0,0,0,32,0,2,5,3,1,3
כרמים,1198,124,95,0,95,40,0,0,0,0,0,19,0,0,0,0,8,0,6,13,0,0,0,0,8,0,0,1,0,0,0
כרמל,3656,263,214,0,214,0,0,0,0,0,0,146,0,0,0,0,0,1,20,0,0,0,0,0,2,0,0,45,0,0,0
לבון,1207,347,283,2,281,120,1,0,0,0,0,17,0,0,0,0,23,3,41,10,0,0,0,0,64,0,0,1,0,0,1
לביא,585,521,386,0,386,28,1,0,0,0,0,214,0,0,0,0,9,2,86,3,1,0,1,0,17,0,0,1,19,1,3
לבנים,1230,315,222,0,222,65,1,1,0,0,0,21,0,0,0,0,24,6,57,10,0,0,0,0,31,0,0,4,0,0,2
להב,2023,407,289,0,289,140,0,3,0,0,0,4,0,1,0,0,10,1,7,80,0,0,0,0,30,0,0,10,1,1,1
להבות הבשן,380,629,463,2,461,185,1,7,0,0,0,17,0,0,0,0,16,9,34,139,0,0,0,0,44,0,0,6,0,1,2
להבות חביבה,715,483,383,1,382,218,0,1,0,0,1,6,0,0,0,0,19,8,11,70,0,0,0,0,44,0,0,2,0,0,2
להבים,1271,4740,3709,5,3704,1406,4,46,0,1,0,164,0,0,0,0,296,73,717,233,0,0,0,0,684,0,3,31,28,1,17
לוד,7000,52711,32461,545,31916,2216,275,5155,10,4,6,2065,10,3,0,4,2472,3288,10460,284,12,8,17,70,1757,17,20,290,1444,31,1998
לוזית,52,355,276,0,276,31,17,0,0,0,0,30,0,0,0,0,15,0,105,11,0,0,0,0,15,0,0,1,9,0,42
לוחמי הגיטאות,595,458,347,2,345,236,0,0,0,0,0,7,0,0,0,0,11,6,21,27,0,0,0,1,31,0,0,3,1,0,1
לוטם,1171,413,318,2,316,160,1,5,0,0,0,5,0,0,0,0,17,0,10,50,0,1,0,1,60,0,0,6,0,0,0
לוטן,1255,138,85,2,83,40,0,0,0,0,0,2,0,0,0,0,2,5,4,19,0,0,0,0,10,0,0,1,0,0,0
לימן,674,499,391,1,390,130,1,0,0,0,0,34,0,0,0,0,36,6,79,6,0,0,0,0,84,0,0,8,0,0,6
לכיש,24,491,408,3,405,238,0,1,0,0,0,11,0,0,0,0,8,1,18,65,0,0,0,0,55,0,0,7,0,0,1
לפיד,1310,1676,1320,9,1311,455,2,3,0,0,1,74,0,0,0,0,185,12,213,106,0,0,0,0,217,0,0,27,11,0,5
לפידות,1173,126,93,0,93,11,0,0,0,0,0,3,0,0,0,0,26,0,23,6,0,0,0,0,5,0,0,2,0,0,17
לקיה,1060,6012,2696,46,2650,13,0,2420,1,1,1,2,0,0,0,15,24,2,20,64,0,1,3,42,4,0,2,0,5,1,29
מאור,2055,760,612,1,611,194,1,1,0,0,0,43,0,0,0,0,59,7,153,44,1,0,0,0,73,0,0,10,12,0,13
מאיר שפיה,102,92,49,0,49,15,0,0,0,0,0,2,0,0,0,0,9,1,12,8,0,0,0,0,2,0,0,0,0,0,0
מבוא ביתר,771,496,383,4,379,74,0,0,0,0,0,38,0,0,0,0,31,5,128,19,1,0,0,0,59,0,0,5,17,1,1
מבוא דותן,3569,265,169,0,169,14,1,1,0,0,0,39,0,0,0,0,8,14,73,1,0,0,0,0,2,0,0,4,11,0,1
מבוא חורון,3709,942,861,3,858,0,32,0,0,0,0,448,0,0,0,0,3,0,64,1,0,0,2,0,1,0,0,0,282,0,25
מבוא חמה,4204,345,242,1,241,140,1,1,0,0,1,9,0,0,0,0,11,2,20,28,0,0,0,0,26,0,0,2,0,0,0
מבוא מודיעים,1141,186,122,0,122,4,11,0,0,0,0,39,0,0,0,0,8,1,37,1,0,0,0,0,1,0,0,0,16,0,4
מבועים,1080,835,611,1,610,131,3,0,0,0,0,48,0,0,0,0,50,10,232,13,0,0,0,0,73,0,1,9,15,0,25
מבטחים,829,367,230,2,228,35,1,0,0,0,0,19,0,0,0,0,20,3,104,2,0,0,0,0,13,0,0,4,6,0,21
מבקיעים,573,297,233,2,231,54,1,0,0,0,0,20,0,0,0,0,29,3,76,2,0,0,0,0,25,0,0,8,6,0,7
מבשרת ציון,1015,18713,14018,72,13946,3724,74,23,1,0,1,759,1,0,0,1,1115,175,4521,1070,7,1,3,1,1518,1,3,105,301,5,536
מג'ד אל-כרום,516,8940,6691,33,6658,522,0,5895,0,1,0,1,0,0,0,3,7,3,11,123,2,1,4,39,8,1,3,3,3,2,26
מג'דל שמס,4201,580,114,7,107,40,0,0,0,0,0,1,0,0,0,0,14,2,40,4,0,0,0,0,1,0,0,2,0,0,3
מגאר,481,14173,6687,116,6571,1058,4,2580,2,4,4,37,0,1,0,3,718,809,211,136,0,1,3,42,127,3,10,18,20,1,779
מגדים,689,775,616,7,609,169,4,0,0,0,0,24,0,0,0,0,63,7,165,28,0,0,0,0,71,0,2,8,40,3,25
מגדל העמק,874,20631,13496,199,13297,1183,158,4,1,1,2,542,0,1,0,0,984,2236,4642,71,4,6,4,2,815,5,14,125,675,13,1809
מגדל עוז,3561,240,173,0,173,2,0,1,0,0,0,126,0,0,0,0,2,1,31,3,0,0,0,0,1,0,0,0,6,0,0
מגדל,65,1269,858,2,856,82,11,2,0,0,0,45,0,0,0,0,66,10,397,6,0,0,1,0,35,0,0,9,53,0,139
מגדלים,3751,134,93,0,93,2,0,1,0,0,0,34,0,0,0,0,3,7,26,2,0,0,0,0,4,0,0,8,6,0,0
מגידו,586,585,448,0,448,235,0,2,0,0,0,11,0,0,0,0,27,3,30,74,0,0,0,0,62,0,0,3,1,0,0
מגל,375,717,600,3,597,396,0,1,0,0,0,13,0,0,0,0,23,9,14,62,1,0,0,0,70,0,0,7,1,0,0
מגן שאול,1155,342,260,2,258,45,1,0,0,0,0,12,0,0,0,0,32,4,121,5,0,0,1,0,24,0,0,2,5,0,6
מגן,695,486,340,3,337,131,0,6,0,0,0,1,0,0,0,0,8,2,10,146,0,0,0,0,29,0,0,3,1,0,0
מגשימים,722,638,482,0,482,193,1,0,0,0,1,12,0,0,0,0,36,5,93,33,0,0,1,0,90,0,0,14,2,0,1
מדרך עוז,2029,517,396,5,391,70,8,0,0,0,0,39,0,0,0,0,47,17,142,7,0,0,0,0,26,0,0,8,5,0,22
מדרשת בן גוריון,1140,974,736,3,733,358,2,8,0,0,0,23,0,0,0,0,30,6,55,189,0,0,0,0,48,0,1,5,5,1,2
מודיעין עילית,3797,23529,21002,1136,19866,6,15044,2,1,4,0,259,0,0,0,0,29,15,256,8,8,1,4,0,10,3,24,31,818,1,3342
מודיעין-מכבים-רעו,1200,54689,43995,165,43830,12735,256,36,2,0,4,4630,1,1,0,0,3561,959,10025,2122,28,1,4,0,7894,5,21,443,514,41,547
מולדה,1360,108,59,0,59,2,0,49,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,2,0,0
מולדת,269,687,551,3,548,350,1,0,0,0,0,15,0,0,0,0,25,3,35,31,0,0,0,0,76,0,0,8,1,0,3
מוצא עילית,208,714,507,4,503,235,1,4,0,0,0,20,0,0,0,0,33,7,50,88,0,0,0,0,59,0,0,3,0,1,2
מוקייבלה,635,2105,1339,11,1328,85,0,1205,0,0,0,1,0,1,0,0,1,0,6,15,0,0,1,8,1,0,0,1,1,0,2
מורן,1163,300,237,2,235,114,0,0,0,0,0,12,0,0,0,0,15,4,18,23,0,0,0,0,41,0,0,6,0,0,2
מורשת,1178,818,703,2,701,7,2,0,0,0,0,502,0,0,0,0,17,1,120,1,0,0,0,0,8,0,0,1,34,0,8
מזור,606,773,615,1,614,271,1,3,0,0,0,18,0,0,0,0,56,1,68,45,1,0,0,0,137,0,0,11,0,0,2
מזכרת בתיה,28,8656,6903,45,6858,2197,18,7,0,0,0,513,0,0,0,0,726,141,1638,282,6,0,0,0,1006,1,5,89,84,2,143
מזרע,104,655,477,2,475,277,1,0,0,0,0,11,0,0,0,0,10,1,7,107,0,0,0,0,49,0,0,10,0,2,0
מזרעה,517,2665,2106,12,2094,33,0,1898,1,0,0,0,1,0,0,0,3,1,10,122,0,0,1,4,0,0,0,0,7,0,13
מחולה,3599,394,324,2,322,13,0,0,0,0,0,185,0,0,0,0,2,3,60,4,0,0,0,0,6,0,0,5,43,0,1
מחנה טלי,1418,167,110,0,110,36,0,0,0,0,0,13,0,0,0,0,5,1,28,4,0,0,0,0,22,0,0,0,1,0,0
מחנה יהודית,1413,95,76,1,75,21,0,0,0,0,0,4,0,0,0,0,8,3,27,1,1,0,0,0,9,0,0,0,0,0,1
מחנה יוכבד,1416,121,104,0,104,31,0,0,0,0,0,14,0,0,0,0,2,4,30,4,0,0,0,0,12,0,0,1,5,0,1
מחנה יפה,1415,244,176,0,176,70,0,0,0,0,0,15,0,0,0,0,10,8,34,11,1,0,0,0,25,0,0,0,0,0,2
מחנה מרים,1414,108,64,0,64,17,0,0,0,0,0,4,0,0,0,0,4,0,22,3,0,0,0,0,13,0,0,0,0,0,1
מחנה עדי,1417,177,121,0,121,36,0,0,0,0,0,16,0,0,0,0,12,1,28,10,0,0,0,0,18,0,0,0,0,0,0
מחנה תל נוף,1412,200,164,0,164,61,0,0,0,0,0,8,0,0,0,0,15,3,38,15,0,0,0,0,23,0,0,0,0,0,1
מחניים,308,467,343,1,342,184,2,0,0,0,0,9,0,0,0,0,25,9,38,23,0,0,0,0,38,0,0,7,4,0,3
מחסיה,776,297,229,0,229,13,4,0,0,0,0,28,0,0,0,0,13,3,108,0,0,0,0,0,4,0,0,4,5,0,47
מטולה,43,1400,924,3,921,358,6,2,0,0,1,55,0,0,0,0,71,28,155,68,1,0,1,0,131,0,0,28,4,6,6
מטע,822,509,393,2,391,83,3,6,0,0,0,35,0,0,0,0,28,4,147,49,0,0,0,1,23,0,0,4,1,1,6
מי עמי,1128,225,189,1,188,104,0,1,0,0,0,1,0,0,0,0,13,0,7,36,0,0,0,0,23,0,0,1,1,0,1
מיטב,2054,353,274,2,272,17,0,0,0,0,0,24,0,0,0,0,33,5,160,1,0,0,0,0,13,0,0,2,12,0,5
מייסר,649,1137,696,0,696,9,0,672,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,2,0
מירב,1282,305,252,1,251,1,0,0,0,0,0,183,0,0,0,0,2,0,41,0,0,0,0,0,13,0,0,0,8,0,3
מירון,607,405,264,0,264,3,45,0,0,0,0,85,0,0,0,0,5,2,40,0,0,0,0,0,3,0,0,1,61,1,18
מישר,731,454,377,2,375,168,0,2,0,0,0,19,0,0,0,0,19,3,53,29,0,0,0,0,75,0,1,4,2,0,0
מיתר,1268,5734,4412,25,4387,1416,11,19,0,0,0,580,0,0,0,0,347,66,884,181,1,0,1,1,714,1,0,58,69,0,38
מכורה,3614,115,81,0,81,20,0,0,0,0,0,12,0,0,0,0,12,0,22,0,0,0,0,0,10,0,0,5,0,0,0
מכחול,1343,170,49,1,48,6,0,30,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,5,0,0,0,0,1,0,1
מכמורת,382,1040,737,3,734,416,0,1,0,0,1,14,0,0,0,0,39,2,47,104,0,0,0,0,88,0,1,17,2,2,0
מכמנים,1202,268,213,0,213,108,0,0,0,0,0,5,0,0,0,0,10,2,19,28,1,0,0,2,33,0,0,3,0,1,1
מלאה,164,266,208,1,207,20,0,0,0,0,0,21,0,0,0,0,19,2,111,0,0,0,0,0,8,0,0,0,4,0,22
מלילות,2044,220,173,2,171,1,2,0,0,0,0,12,0,0,0,0,3,4,115,0,0,0,0,0,6,0,1,3,10,1,13
מלכיה,596,392,246,1,245,151,0,0,0,0,0,5,0,0,0,0,11,5,16,31,0,0,0,0,18,0,0,6,0,0,2
מנוחה,2030,361,282,0,282,17,5,0,0,0,0,21,0,0,0,0,13,0,184,2,0,0,0,0,11,0,0,1,7,0,21
מנוף,1174,555,416,0,416,247,1,3,0,0,0,7,0,0,0,0,14,1,11,58,0,0,0,0,73,0,0,1,0,0,0
מנות,1205,317,241,2,239,41,0,0,0,0,1,12,0,0,0,0,32,4,97,6,0,0,0,0,23,0,0,9,2,0,12
מנחמיה,48,909,618,6,612,107,2,0,0,0,0,22,0,0,0,0,88,10,243,9,1,0,0,0,74,0,2,5,22,0,27
מנרה,347,215,138,1,137,92,0,0,0,0,0,0,0,0,0,0,6,6,3,19,0,0,0,0,6,0,0,5,0,0,0
מנשית זבדה,994,729,475,4,471,55,0,316,0,0,0,0,0,0,0,64,9,0,1,5,0,0,0,15,1,1,0,0,1,0,3
מסד,1258,364,278,2,276,145,1,0,0,0,0,7,0,0,0,0,31,0,37,23,1,0,0,0,26,0,0,3,0,0,2
מסדה,263,265,184,0,184,117,0,2,0,0,0,6,0,0,0,0,6,5,17,10,2,0,0,0,15,0,0,4,0,0,0
מסילות,298,453,304,0,304,188,0,1,0,0,0,8,0,0,0,0,15,6,10,46,0,0,0,0,24,0,0,6,0,0,0
מסילת ציון,742,647,528,1,527,211,0,0,0,0,0,18,0,0,0,0,59,5,110,47,0,0,0,0,48,1,0,6,5,1,16
מסלול,748,390,307,0,307,86,3,0,0,0,0,14,0,0,0,0,37,10,107,4,0,0,0,0,20,0,0,1,5,0,20
מסעדה,4203,217,26,1,25,12,0,2,0,0,0,4,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0
מסעודין אל-עזאזמה,939,5908,2675,26,2649,14,1,2453,0,4,3,0,0,0,0,5,7,3,10,59,3,0,1,44,3,1,8,3,7,5,15
מעברות,197,735,581,0,581,282,0,2,0,0,0,6,0,0,0,0,9,0,16,206,0,0,0,0,48,1,1,9,0,0,1
מעגלים,1082,901,746,0,746,13,3,0,0,0,0,133,0,0,0,0,22,2,356,1,0,0,0,0,7,0,0,4,156,0,49
מעגן מיכאל,694,1522,1092,2,1090,675,0,0,0,0,0,14,0,0,0,0,39,5,38,207,0,0,0,0,75,0,1,29,4,1,2
מעגן,678,311,206,0,206,114,0,0,0,0,0,5,1,0,0,0,14,6,16,12,0,0,0,0,20,0,0,16,0,0,2
מעוז חיים,272,444,287,1,286,208,0,1,0,0,0,4,0,0,0,0,12,3,16,14,0,0,0,0,22,0,0,5,1,0,0
מעון,3657,259,204,0,204,0,0,0,1,0,0,141,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,50,0,0
מעונה,570,598,452,3,449,87,0,0,0,0,0,24,0,0,0,0,57,14,166,10,0,0,1,1,50,0,0,10,5,2,22
מעיליא,518,2364,1765,20,1745,141,0,1330,0,0,0,0,0,0,0,1,1,2,5,228,1,0,1,3,0,0,0,2,1,7,22
מעין ברוך,416,471,347,0,347,182,0,0,0,0,0,6,0,0,0,0,23,2,27,48,1,0,0,0,41,0,1,10,3,0,3
מעין צבי,290,616,443,1,442,277,1,0,0,0,0,8,0,0,0,0,24,2,22,36,0,0,0,0,67,0,0,2,1,1,1
מעלה אדומים,3616,26709,20009,149,19860,999,289,11,1,0,1,2895,0,0,0,0,1530,1248,9472,146,13,2,2,2,1144,0,15,237,844,9,1000
מעלה אפרים,3608,1165,650,10,640,70,4,4,0,0,1,133,0,0,0,0,42,39,237,5,0,0,0,0,27,0,0,16,54,1,7
מעלה גלבוע,1127,303,250,1,249,37,0,0,0,0,0,108,0,0,0,0,16,6,36,7,0,0,0,0,32,0,0,2,5,0,0
מעלה גמלא,4008,335,252,0,252,126,0,0,0,0,0,8,0,0,0,0,25,5,22,24,1,0,0,0,36,0,0,5,0,0,0
מעלה החמישה,286,496,350,1,349,222,0,0,0,0,0,7,0,0,0,0,11,3,24,45,0,0,0,0,32,0,0,3,2,0,0
מעלה לבונה,3752,359,291,2,289,0,1,1,0,0,0,137,0,0,0,0,1,3,58,0,0,0,0,0,0,0,0,1,87,0,0
מעלה מכמש,3651,781,682,1,681,1,6,0,0,0,0,391,0,0,0,0,7,3,119,1,0,0,0,0,2,0,0,3,135,0,13
מעלה עירון,1327,8400,5567,13,5554,31,3,5331,0,0,0,2,0,2,0,1,12,3,12,83,0,2,1,20,2,3,0,0,1,1,44
מעלה עמוס,3653,230,163,5,158,0,71,0,0,0,0,30,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,32,0,16
מעלה שומרון,3637,567,461,0,461,13,4,0,0,0,0,170,0,0,0,1,20,11,170,2,0,0,0,0,17,0,0,5,35,0,13
מעלות-תרשיחא,1063,17628,11769,206,11563,977,105,2298,2,0,4,889,0,0,0,2,766,2067,2708,158,8,1,7,17,510,3,16,126,206,10,683
מענית,344,485,410,2,408,217,0,3,0,0,0,7,0,0,0,0,8,3,21,111,0,0,0,0,32,0,0,4,1,0,1
מעש,230,686,549,4,545,229,2,1,0,0,0,25,0,0,0,0,28,9,113,39,0,0,0,0,83,0,0,10,3,0,3
מפלסים,668,596,420,2,418,236,0,2,0,0,0,13,0,0,0,0,17,10,21,50,0,0,0,0,54,0,0,11,1,0,3
מצדות יהודה,3745,285,249,0,249,4,0,0,0,0,0,168,0,0,0,0,5,0,27,2,0,0,0,0,0,0,0,4,37,0,2
מצובה,325,777,560,2,558,253,0,0,0,0,0,26,0,0,0,0,39,9,81,39,0,0,0,0,98,1,9,0,0,0,3
מצליח,757,944,731,2,729,121,6,0,0,0,0,30,0,0,0,0,146,10,299,9,0,0,0,0,58,0,3,6,4,0,37
"מצפה אבי""ב",1222,610,492,0,492,221,0,0,0,0,0,25,0,0,0,0,40,3,41,54,0,0,0,0,105,0,0,2,0,0,1
מצפה אילן,1370,97,96,0,96,0,0,1,0,0,0,72,0,0,0,0,0,0,17,0,1,0,0,0,5,0,0,0,0,0,0
מצפה יריחו,3576,1166,989,2,987,1,12,1,0,0,0,526,0,0,0,0,12,0,151,3,0,0,0,0,3,0,2,6,259,0,11
מצפה נטופה,1190,551,440,1,439,20,3,0,0,0,0,245,0,0,0,0,18,1,86,10,1,0,0,0,29,0,1,2,23,0,0
מצפה רמון,99,3556,2167,28,2139,326,8,20,1,0,0,127,0,0,0,1,122,277,597,126,0,0,2,6,97,1,2,45,346,4,31
מצפה שלם,3610,151,110,0,110,61,0,0,0,0,0,5,0,0,0,0,9,3,8,9,0,0,0,0,12,0,0,3,0,0,0
מצפה,58,127,101,0,101,49,0,0,0,0,0,9,0,0,0,0,7,1,15,2,0,0,0,0,14,0,0,3,1,0,0
מצר,648,433,325,0,325,160,0,0,0,0,0,2,0,0,0,0,6,1,5,135,0,0,0,0,14,0,0,1,0,1,0
מקווה ישראל,22,156,108,0,108,43,0,0,0,0,0,18,0,0,0,0,10,2,16,7,0,0,0,0,9,0,0,1,1,0,1
מרגליות,843,313,175,0,175,23,1,1,0,0,0,13,0,0,0,0,51,2,48,4,0,0,0,0,13,0,2,6,5,0,6
מרום גולן,4101,501,355,0,355,175,3,1,0,0,0,27,0,0,0,0,11,5,29,14,0,0,0,0,78,0,0,12,0,0,0
מרחב עם,1340,119,109,0,109,0,0,0,0,0,0,67,0,0,0,0,0,4,11,0,0,0,0,0,1,0,0,2,21,0,3
מרחביה (מושב),97,503,396,2,394,179,1,2,0,0,0,16,0,0,0,0,29,6,67,21,0,0,0,0,61,0,0,2,7,0,3
מרחביה (קיבוץ),66,838,632,5,627,239,0,0,0,0,0,25,0,1,0,0,34,25,119,84,0,0,0,0,87,0,1,8,2,0,2
מרכז שפירא,1098,1374,1163,1,1162,19,8,0,0,0,0,604,0,0,0,0,34,3,250,4,3,0,0,0,26,0,0,6,145,1,59
משאבי שדה,421,458,318,1,317,206,1,0,0,0,0,3,0,0,0,0,12,4,22,37,1,0,0,0,18,1,0,12,0,0,0
משגב דב,765,463,367,1,366,145,0,0,0,0,0,13,0,0,0,0,23,4,70,36,0,0,0,0,62,0,0,9,3,0,1
משגב עם,378,236,166,2,164,98,0,0,0,0,0,3,0,0,0,0,7,6,7,21,0,0,0,0,12,0,0,9,0,0,1
משהד,520,4907,3370,12,3358,41,0,3128,0,1,0,0,0,0,0,1,53,1,24,91,0,0,0,9,0,1,0,0,1,0,7
משואה,3605,132,97,1,96,8,0,1,0,0,0,25,0,0,0,0,6,1,39,1,0,0,0,0,11,0,0,4,0,0,0
משואות יצחק,620,468,394,1,393,19,0,1,0,0,0,278,0,0,0,0,9,3,38,10,1,0,0,0,20,0,0,4,9,0,1
משמר איילון,670,386,308,0,308,100,2,0,0,0,0,18,0,0,0,0,32,9,75,17,0,0,0,0,43,0,0,5,1,0,6
משמר דוד,563,375,314,3,311,132,0,3,0,0,0,8,0,0,0,0,27,1,39,24,0,0,0,0,72,0,0,2,3,0,0
משמר הירדן,732,454,348,0,348,62,2,0,0,0,0,22,0,0,0,0,33,12,160,8,0,0,0,0,30,0,0,4,8,0,7
משמר הנגב,395,736,493,3,490,323,0,0,0,0,0,7,0,0,0,0,26,4,46,36,0,0,0,0,42,1,0,4,0,1,0
משמר העמק,130,908,676,2,674,438,0,0,0,0,0,2,0,0,0,0,7,2,12,167,0,0,0,0,37,0,0,6,0,2,1
משמר השבעה,729,631,494,4,490,160,0,0,0,0,0,22,0,0,0,0,48,7,100,20,0,0,0,0,115,0,1,11,4,1,1
משמר השרון,194,509,344,0,344,259,0,1,0,0,0,3,0,0,0,0,7,1,18,26,0,0,0,0,25,0,0,3,1,0,0
משמרות,213,459,367,2,365,219,0,2,0,0,0,10,0,0,0,0,12,5,24,34,0,0,0,0,53,0,0,6,0,0,0
משמרת,425,622,504,0,504,274,1,2,0,0,0,11,0,1,0,0,25,5,39,48,0,0,0,0,92,0,0,5,1,0,0
משען,791,656,486,5,481,35,3,1,0,0,0,66,0,0,0,0,33,7,233,4,0,0,0,0,27,0,1,8,16,0,47
מתן,1315,2303,1828,4,1824,790,4,2,1,0,0,85,0,0,0,0,104,42,257,124,0,0,0,0,374,0,1,26,4,0,10
מתת,1184,147,110,4,106,29,0,3,0,0,0,3,0,0,0,0,8,2,8,42,0,0,0,0,7,1,0,2,0,0,1
מתתיהו,3648,341,225,7,218,0,161,0,0,0,0,12,0,0,0,0,1,0,14,0,1,0,0,0,0,0,0,0,20,0,9
נאות גולן,4551,358,256,3,253,81,2,0,0,0,0,22,0,0,0,0,31,12,32,5,0,0,0,0,51,0,0,15,0,0,2
נאות הכיכר,1124,198,136,0,136,75,0,0,0,0,0,3,0,0,0,0,8,2,13,13,0,0,0,0,15,0,0,6,1,0,0
נאות מרדכי,408,479,340,0,340,201,0,2,0,0,0,22,0,0,0,0,30,3,22,21,0,0,0,0,24,0,0,13,1,0,1
נאות סמדר,1197,333,201,0,201,98,0,0,0,0,0,4,0,0,0,0,6,1,24,43,0,0,0,0,12,0,0,13,0,0,0
נאעורה,524,1272,783,13,770,88,0,635,0,0,0,0,0,0,0,1,1,0,1,24,0,0,0,17,0,0,0,0,0,0,3
נבטים,396,589,481,3,478,148,3,3,0,0,0,56,0,0,0,0,65,3,132,6,0,0,0,1,43,0,1,1,10,0,6
נגבה,315,629,430,0,430,251,0,0,0,0,0,11,0,0,0,0,16,4,21,57,0,1,0,0,64,0,0,4,1,0,0
נגוהות,3724,87,82,0,82,0,0,0,0,0,0,59,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,15,0,0
נהורה,309,889,676,3,673,93,6,1,0,0,0,50,0,0,0,0,91,11,266,10,0,0,0,0,46,0,0,11,24,1,63
נהלל,80,666,519,1,518,297,0,1,0,0,0,13,0,0,0,0,17,5,55,47,0,0,0,0,73,0,0,8,1,0,1
נהריה,9100,46867,30878,338,30540,5129,177,127,0,0,4,1866,3,6,0,2,3073,3357,10575,453,10,3,10,5,3234,3,17,399,398,41,1648
נוב,4304,447,381,1,380,3,2,0,0,0,0,232,0,0,0,0,8,3,88,2,0,0,0,0,12,0,2,7,20,0,1
נוגה,55,380,278,1,277,43,1,0,0,0,0,9,0,0,0,0,50,4,142,2,0,0,0,0,8,0,0,1,9,0,8
נווה אור,590,323,218,1,217,135,0,1,0,0,0,10,0,0,0,0,10,2,14,12,0,0,0,0,22,0,0,10,0,0,1
"נווה אטי""ב",4303,154,110,2,108,26,0,0,0,0,0,11,0,0,0,0,8,7,9,7,0,0,0,0,34,0,0,5,1,0,0
נווה אילן,405,705,493,1,492,196,3,0,0,0,0,21,0,0,0,0,43,2,81,46,2,0,0,0,83,0,0,7,1,1,6
נווה איתן,296,229,141,1,140,78,0,0,0,1,0,6,0,0,0,0,4,0,16,16,0,0,0,0,10,0,0,6,0,1,2
נווה דניאל,3725,1341,1093,4,1089,11,4,0,0,0,1,691,0,0,0,0,18,2,272,1,3,0,0,0,5,0,0,5,70,0,6
נווה זוהר,1057,71,40,0,40,5,0,0,0,0,0,1,0,0,0,0,7,0,14,0,0,0,0,0,4,0,0,2,2,2,3
נווה זיו,1314,398,310,1,309,90,1,0,0,0,0,18,0,0,0,0,28,6,81,10,0,0,0,0,54,0,0,2,6,2,11
נווה ים,312,205,163,0,163,66,0,0,0,0,0,14,0,0,0,0,21,4,25,9,1,0,0,0,14,0,0,4,2,2,1
נווה ימין,686,952,739,4,735,115,5,0,0,0,0,33,0,0,0,0,70,21,315,11,0,0,0,0,93,0,0,23,11,0,38
נווה ירק,858,834,705,5,700,368,1,1,0,0,0,25,0,0,0,0,39,5,69,39,0,0,0,0,140,0,0,10,2,0,1
נווה מבטח,827,409,333,0,333,167,0,2,0,0,0,15,0,0,0,0,28,4,42,14,0,0,1,0,52,0,0,4,2,0,2
נווה מיכאל,1071,363,279,1,278,27,4,1,0,0,0,34,0,0,0,0,31,3,128,0,0,0,0,0,7,0,0,3,14,0,26
נווה שלום,1259,171,136,0,136,13,0,80,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,2,0,0,0,1,0,0,0
נווה,1366,313,286,0,286,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,221,0,2
נועם,15,300,230,2,228,2,2,0,0,0,0,13,0,0,0,0,13,1,142,0,0,0,0,0,4,0,0,2,4,0,45
נוף איילון,1333,1582,1342,3,1339,10,43,0,0,0,0,867,0,0,0,0,9,4,167,2,2,0,0,0,3,0,0,4,200,0,28
נופים,3790,425,311,2,309,7,1,0,0,0,1,81,0,0,0,0,10,18,164,0,0,0,0,0,4,0,1,8,9,0,5
נופית,1284,1924,1553,2,1551,758,4,1,0,0,0,50,0,0,0,0,92,11,192,71,0,0,0,0,350,0,0,13,7,1,1
נופך,257,338,263,0,263,52,1,0,0,0,0,13,0,0,0,0,36,6,90,12,0,0,0,0,16,0,0,4,6,0,27
