שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
יקנעם עילית,240,14599,9986,137,9849,1257,50,0,3,15,1,9,37,0,17,813,69,223,3604,209,3,1,142,1,2,7,1890,135,5,0,12,9,144,498,11,0,125,28,529
יראון,623,374,220,5,215,119,0,0,0,0,0,0,8,0,0,5,0,4,11,25,0,0,0,0,0,0,21,1,0,0,0,0,2,14,0,2,3,0,0
ירדנה,2026,273,164,1,163,24,2,0,0,0,0,0,0,0,0,19,0,12,60,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,1,0,0,0,27
ירוחם,831,6345,3824,71,3753,224,369,7,2,10,2,2,13,0,8,592,41,38,929,51,1,1,69,2,26,2,231,68,3,0,8,1,78,204,2,5,54,6,704
ירושלים,3000,373238,243038,1899,241139,15717,53631,787,12,109,8,1110,753,0,188,28432,413,2406,49658,10730,36,32,8307,25,651,79,16810,1625,87,0,172,80,4625,4983,98,239,1555,268,37513
ירחיב,718,620,441,6,435,43,2,0,0,0,0,0,3,0,0,58,0,18,168,9,0,0,6,0,0,0,49,16,0,0,0,1,6,22,0,0,6,1,27
ירכא,502,8766,6117,235,5882,127,0,195,0,2,0,2304,1,0,0,80,0,112,1277,25,0,0,2,1,16,2,47,3,0,0,0,2,4,190,1,5,13,4,1469
ירקונה,183,280,214,0,214,55,0,0,0,0,0,0,3,0,0,5,0,1,34,23,0,0,0,0,0,0,55,0,0,0,0,0,2,32,0,2,1,0,1
ישע,916,240,170,1,169,34,0,0,0,0,0,0,8,0,0,18,0,15,36,9,0,0,0,0,0,0,23,1,1,0,0,0,0,17,0,0,5,0,2
ישעי,805,477,376,2,374,2,10,0,0,0,0,0,0,0,0,90,0,2,109,0,0,0,19,0,0,0,10,30,0,0,0,0,6,3,0,0,2,0,91
ישרש,828,628,449,5,444,59,4,0,0,0,0,0,2,0,1,65,0,18,151,17,0,0,5,0,0,0,59,0,0,0,0,0,11,26,1,0,4,0,21
יתד,1227,272,187,0,187,16,2,0,0,0,0,0,2,0,0,80,0,6,31,5,0,0,7,0,0,0,17,0,0,0,0,0,3,6,0,0,6,0,6
כאבול,504,6591,5066,40,5026,12,2,1588,0,1,0,1650,1,0,1,3,0,14,15,14,1,0,0,0,1527,99,1,3,0,0,1,2,5,3,1,7,1,1,73
כאוכב אבו אל-היג',505,2119,1411,9,1402,2,3,299,0,1,0,504,0,0,0,0,0,4,5,6,1,0,1,0,564,0,0,0,0,0,1,1,2,0,0,0,3,4,1
כברי,576,772,580,4,576,301,0,0,0,0,0,7,9,0,0,15,0,2,26,104,0,0,0,0,1,0,68,0,0,0,0,0,5,31,0,1,6,0,0
כדיתה,1338,93,50,0,50,1,5,0,0,0,0,0,10,0,0,3,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,0,9,1,8
כוכב השחר,3564,932,810,1,809,0,10,0,0,0,0,0,0,0,0,598,0,0,54,1,0,0,127,0,0,0,2,2,0,0,0,0,4,0,0,0,3,0,8
כוכב יאיר,1224,7668,5995,19,5976,1267,6,0,0,2,0,4,38,0,3,674,6,240,1080,467,0,0,57,1,0,1,1445,3,0,0,1,2,98,440,2,3,89,9,38
כוכב יעקב,3779,3032,2467,11,2456,6,277,0,0,0,0,0,0,0,0,580,0,0,125,2,0,0,336,0,1,0,4,61,0,0,0,1,14,2,0,0,2,1,1044
כוכב מיכאל,824,626,461,0,461,127,0,0,0,0,0,0,11,0,0,18,0,19,45,36,0,0,1,0,0,0,133,0,0,0,0,0,3,57,0,0,5,1,5
כורזים,1252,327,233,1,232,69,0,0,0,0,0,1,4,0,0,23,0,5,26,29,0,0,4,0,0,0,47,1,0,0,0,0,5,15,0,1,2,0,0
כחל,1210,274,197,0,197,65,0,0,0,0,0,1,1,0,0,11,0,10,18,16,0,0,0,0,0,0,41,0,0,0,0,0,1,27,0,0,5,0,1
כיסופים,840,249,142,1,141,78,0,0,0,0,0,2,0,0,0,9,0,5,2,15,0,0,0,2,0,0,15,0,0,0,0,0,1,10,0,0,0,2,0
כישור,1153,99,76,1,75,26,1,0,0,0,0,2,0,0,0,3,0,1,7,9,0,0,1,0,0,0,12,0,0,0,0,0,0,8,0,0,1,0,4
כליל,1183,301,224,0,224,57,1,0,0,0,0,39,22,0,0,5,0,0,6,72,0,0,3,0,0,0,8,0,0,0,0,0,3,5,0,3,0,0,0
כלנית,1229,164,122,0,122,0,7,0,0,0,0,0,0,0,0,45,0,2,47,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,18
כמאנה,1331,845,446,14,432,11,0,157,2,0,0,22,0,0,0,1,0,2,5,2,0,0,0,0,99,0,1,1,1,0,0,1,18,1,1,1,1,1,104
כמהין,1291,201,104,0,104,24,1,0,0,0,0,1,3,0,0,19,0,2,12,7,0,0,11,0,0,0,9,0,0,0,0,0,2,7,0,0,4,2,0
כמון,1201,440,339,1,338,145,1,0,0,0,0,4,11,0,0,11,0,3,20,47,0,0,0,0,0,0,57,0,0,0,0,0,3,29,0,0,3,3,1
כנף,4028,227,171,0,171,27,0,0,0,1,0,0,3,0,0,27,0,3,25,4,0,0,2,0,0,0,61,0,0,0,0,0,2,15,0,0,1,0,0
כנרת (מושבה),63,449,316,4,312,67,1,0,0,0,0,1,3,0,2,20,0,13,67,16,2,0,6,1,0,0,69,0,0,0,0,0,14,27,0,0,3,0,0
כנרת (קבוצה),57,610,409,1,408,149,0,0,0,0,0,2,6,0,0,13,2,24,33,33,1,0,2,0,0,0,99,1,0,0,0,1,4,31,1,0,3,1,2
כסיפה,1059,6039,3059,68,2991,25,4,1496,0,0,0,7,0,0,1,17,1,1,14,13,2,0,4,0,1216,3,1,1,1,0,1,5,14,22,7,6,2,1,126
כסלון,859,258,183,0,183,11,4,0,0,0,0,0,1,0,1,12,0,4,71,11,0,0,1,0,0,0,6,0,0,0,1,0,5,1,0,0,0,1,53
כסרא-סמיע,1296,4604,3443,36,3407,338,0,32,0,3,0,49,0,0,0,383,0,379,1144,9,1,0,0,1,29,0,458,0,0,0,1,1,1,187,0,0,2,2,387
כעביה-טבאש-חג'אג',978,2872,1627,24,1603,126,1,181,0,3,1,169,0,0,0,1,0,210,143,22,1,0,1,0,438,3,10,1,0,0,0,3,2,57,2,0,6,1,221
כפר אביב,857,500,395,4,391,81,2,0,0,0,0,0,4,0,0,17,0,11,67,25,0,0,2,0,0,1,103,0,0,0,0,1,9,34,1,0,6,3,24
כפר אדומים,3638,1810,1490,2,1488,100,2,0,0,1,0,2,3,0,2,599,0,3,432,12,0,0,124,0,0,0,88,7,3,0,1,1,58,23,0,0,5,9,13
כפר אוריה,364,488,380,1,379,64,0,0,0,0,0,3,15,0,0,33,0,4,84,65,0,0,3,0,0,0,63,0,0,0,0,0,7,23,0,0,2,0,13
כפר אחים,690,447,355,2,353,59,3,0,0,0,0,0,2,0,1,35,0,19,98,8,0,0,5,0,0,0,84,0,0,0,0,0,5,23,0,0,4,0,7
כפר ביאליק,220,406,288,3,285,65,1,0,0,0,0,0,5,0,0,16,0,16,36,19,0,0,3,0,0,0,74,0,0,0,0,0,7,38,1,0,1,0,3
"כפר ביל""ו",177,813,633,3,630,177,2,0,0,1,0,2,16,0,2,17,0,18,65,69,0,0,10,0,0,0,168,3,0,0,1,0,8,66,0,0,3,0,2
כפר בלום,357,602,398,3,395,149,0,0,0,0,0,1,8,0,0,20,1,8,39,40,0,0,0,0,0,0,73,0,0,0,0,0,6,40,0,0,7,0,3
כפר בן נון,2010,435,353,2,351,55,0,0,0,1,0,5,10,0,2,14,0,12,65,52,0,0,3,0,0,0,82,3,0,0,1,0,5,36,0,0,4,0,1
כפר ברא,633,1704,1024,12,1012,12,0,317,0,0,0,28,2,0,0,2,0,6,15,175,0,0,1,0,437,1,5,0,0,0,0,0,1,1,0,5,4,0,0
כפר ברוך,132,293,231,0,231,51,1,0,0,0,0,0,5,0,0,8,0,9,50,7,0,0,2,0,0,0,63,2,0,0,0,0,4,20,0,0,3,2,4
כפר גדעון,106,156,114,0,114,2,33,0,0,0,0,0,1,0,0,9,1,2,13,0,0,0,14,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,31
כפר גלים,427,83,56,0,56,12,0,0,0,0,0,0,1,0,0,2,0,0,20,3,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,1,0,0
כפר גליקסון,310,263,190,1,189,83,0,0,0,1,0,0,5,0,0,7,0,0,7,36,0,0,0,0,0,0,34,0,0,0,0,0,4,12,0,0,0,0,0
כפר גלעדי,76,536,353,3,350,126,2,0,0,1,0,0,14,0,2,7,0,7,19,24,0,0,2,0,0,0,52,0,0,0,0,0,3,86,0,0,3,1,1
כפר דניאל,707,429,351,0,351,99,0,0,0,0,0,1,2,0,2,9,0,8,33,56,0,0,8,0,0,0,99,1,0,0,0,0,1,24,0,0,5,1,2
כפר האורנים,3796,1276,1062,3,1059,179,4,0,0,1,1,1,17,0,2,63,0,29,152,75,0,1,2,0,1,0,417,0,0,0,0,0,13,76,0,1,12,0,12
כפר החורש,192,425,323,0,323,151,1,0,0,0,0,3,11,0,0,8,0,12,14,44,0,0,0,0,0,1,49,0,0,0,0,1,3,20,0,0,3,0,2
כפר המכבי,254,286,198,1,197,72,0,0,0,0,0,0,1,0,0,10,0,8,9,17,0,0,1,0,1,0,56,0,0,0,0,0,0,18,0,0,1,1,2
כפר הנגיד,582,737,579,2,577,114,1,0,0,1,0,0,5,0,1,39,0,13,107,33,0,0,5,0,0,0,171,0,0,0,1,0,3,68,0,0,9,1,5
כפר הנוער הדתי,890,57,29,0,29,0,2,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
כפר הנשיא,443,661,369,2,367,128,1,0,0,0,0,2,6,0,0,16,0,3,13,69,0,0,0,0,1,0,82,0,0,0,0,0,7,27,0,4,6,2,0
כפר הס,187,909,715,2,713,191,0,0,0,0,0,4,6,0,2,16,0,9,49,105,0,0,0,0,0,0,234,0,0,0,0,0,6,76,0,3,6,2,4
"כפר הרא""ה",217,668,570,1,569,14,4,0,0,0,0,0,6,0,1,375,0,2,75,3,0,0,26,0,0,0,22,0,0,0,0,0,17,4,0,0,0,1,19
"כפר הרי""ף",888,534,400,0,400,95,0,0,0,0,0,0,4,0,0,21,0,8,66,25,0,0,3,0,0,0,113,0,0,0,0,0,3,49,0,0,7,0,6
כפר ויתקין,190,1330,1065,4,1061,341,0,0,0,0,0,4,38,0,1,34,0,21,51,143,0,0,0,0,0,0,289,0,0,0,0,0,12,108,0,1,10,3,5
כפר ורבורג,320,690,554,1,553,175,0,0,0,0,0,1,7,0,1,31,0,18,63,44,0,0,7,0,0,0,133,0,0,0,1,1,6,52,0,0,4,1,8
כפר ורדים,1263,4435,3321,16,3305,892,8,0,0,3,0,22,53,0,4,146,1,58,423,459,0,2,18,0,0,0,797,2,0,0,0,4,47,305,1,0,31,8,21
כפר זיתים,786,419,242,1,241,18,8,0,0,0,0,0,1,0,1,49,0,3,102,0,0,0,9,0,0,0,10,8,0,0,0,0,0,4,0,0,0,0,28
"כפר חב""ד",696,3461,2393,13,2380,2,699,3,0,0,0,0,0,0,0,111,0,0,127,2,0,0,1278,1,0,0,4,4,0,0,0,0,7,0,0,1,38,0,103
כפר חושן,609,516,319,2,317,28,13,0,0,0,0,0,1,0,0,58,0,37,78,1,0,0,10,0,0,0,12,3,0,0,0,0,7,8,0,0,2,0,59
כפר חיטים,255,450,321,0,321,65,0,0,0,0,0,1,1,0,1,34,0,21,65,13,0,0,5,0,0,0,67,0,0,0,0,0,6,31,0,0,2,1,8
כפר חיים,193,417,337,4,333,101,2,0,0,0,0,2,7,0,1,8,0,7,22,35,0,0,2,0,0,0,108,0,0,0,0,0,5,31,0,0,1,0,1
כפר חנניה,1297,375,289,1,288,38,2,0,0,0,0,2,4,0,1,60,0,6,70,15,0,0,5,0,0,0,45,4,0,0,0,0,2,21,0,0,0,1,12
כפר חסידים א',112,501,396,2,394,52,14,0,0,0,0,0,3,0,0,118,0,11,56,12,0,0,9,0,0,0,72,0,0,0,0,1,3,29,0,0,2,0,12
כפר חסידים ב',889,124,92,2,90,6,2,0,0,0,0,0,0,0,0,34,0,3,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,2
כפר חרוב,4004,298,167,1,166,48,0,0,0,0,0,1,2,0,0,15,0,2,15,21,0,0,0,0,0,0,36,0,0,0,0,0,1,25,0,0,0,0,0
כפר טרומן,673,509,418,3,415,58,0,0,1,1,0,3,6,0,0,33,0,17,106,27,0,0,5,0,0,0,108,2,0,0,0,0,4,30,0,0,2,2,10
כפר יאסיף,507,6760,4502,27,4475,100,2,854,1,0,0,2581,0,0,0,9,0,45,90,98,1,1,2,0,562,1,22,1,1,0,0,2,6,29,5,4,15,6,37
כפר ידידיה,233,478,402,0,402,123,2,0,0,0,0,1,7,0,0,10,0,7,20,65,0,0,0,0,0,1,124,0,0,0,0,0,4,33,0,0,5,0,0
כפר יהושע,140,679,558,5,553,204,0,0,0,0,0,6,9,0,3,8,1,21,35,56,0,0,2,0,0,0,123,0,0,0,1,0,9,66,0,0,8,0,1
כפר יונה,168,12961,9321,64,9257,1356,27,2,0,8,1,11,100,0,12,703,16,216,2311,303,1,2,125,2,3,0,2334,71,1,0,12,3,159,574,6,16,118,19,745
כפר יחזקאל,85,648,516,1,515,181,0,0,0,0,0,1,16,0,0,20,0,17,43,37,0,0,11,0,0,0,127,0,0,0,1,0,2,53,0,0,5,1,0
כפר יעבץ,170,439,345,7,338,9,10,0,0,0,0,0,2,0,0,130,0,4,94,3,1,0,3,0,0,0,9,17,0,0,0,0,5,2,0,0,7,2,40
כפר כמא,508,2272,801,21,780,253,0,9,1,1,1,1,2,0,1,4,0,58,21,79,0,0,0,0,142,0,50,6,0,0,7,1,1,88,1,1,11,3,38
כפר כנא,509,11692,6995,93,6902,471,4,2235,0,1,2,1617,4,0,1,8,0,66,106,53,0,1,8,2,1818,4,24,2,1,0,0,4,11,126,2,6,1,1,323
כפר מונש,387,610,490,1,489,128,0,0,0,0,0,2,10,0,1,18,0,7,47,69,0,0,5,0,0,0,160,0,0,0,0,0,2,36,0,2,1,1,0
כפר מימון,1095,367,326,1,325,7,0,0,0,0,0,0,1,0,0,222,0,5,50,0,0,0,21,0,0,0,2,1,0,0,0,0,11,0,0,0,1,0,4
"כפר מל""ל",98,279,225,1,224,46,0,0,0,1,0,0,5,0,0,5,0,8,35,23,0,0,1,0,0,0,72,0,0,0,0,0,2,18,0,0,6,2,0
כפר מנדא,510,9653,7051,144,6907,560,2,1492,0,1,2,1499,1,0,1,5,0,79,71,30,1,0,3,1,2215,3,55,0,1,0,1,2,8,25,5,20,8,0,816
כפר מנחם,274,830,631,0,631,146,0,8,0,0,0,25,5,0,0,11,0,15,30,209,0,0,2,0,5,0,99,0,0,0,1,0,0,57,1,1,12,2,2
כפר מסריק,297,507,373,1,372,144,0,0,0,1,0,1,2,0,0,6,0,6,12,135,0,0,0,0,0,0,36,1,0,0,0,0,2,21,0,0,3,1,1
כפר מצר,512,1439,734,10,724,60,0,244,0,0,1,13,0,0,0,0,0,20,15,19,0,0,0,0,200,0,2,0,1,0,1,0,3,28,3,3,1,1,109
כפר מרדכי,764,419,335,0,335,104,0,0,0,0,0,1,7,0,0,6,0,9,25,36,0,0,3,0,0,0,78,0,0,0,0,1,7,50,0,0,8,0,0
כפר נטר,316,676,540,3,537,95,0,0,0,0,0,2,8,0,0,18,0,14,56,84,0,0,0,0,0,0,176,0,0,0,0,0,5,62,0,0,12,2,3
כפר סאלד,345,431,315,2,313,151,0,0,0,0,0,3,15,0,1,4,0,1,13,44,0,0,2,0,0,0,51,0,0,0,0,0,0,19,0,0,9,0,0
כפר סבא,6900,72648,52072,413,51659,10060,236,16,5,61,4,131,583,0,102,3817,151,1039,11598,3641,2,12,577,8,14,14,12094,466,23,0,31,34,673,3630,18,19,553,117,1930
כפר סילבר,107,100,56,0,56,8,0,0,0,0,0,0,0,0,0,9,0,0,12,5,0,0,2,0,0,0,16,0,0,0,0,0,1,2,0,0,1,0,0
כפר סירקין,249,844,674,7,667,138,1,0,0,1,0,2,18,0,2,21,0,28,81,56,1,0,5,0,0,0,206,6,0,0,0,0,10,73,0,0,9,2,7
כפר עזה,845,640,492,0,492,128,0,1,0,0,0,5,14,0,0,15,0,163,20,72,0,0,0,0,0,0,43,1,0,0,0,0,3,22,0,1,2,1,1
כפר עציון,3488,399,326,3,323,27,0,0,0,0,0,0,1,0,0,185,0,0,44,3,0,0,13,0,0,0,8,1,0,0,0,0,37,0,0,0,1,0,3
כפר פינס,189,339,293,2,291,5,2,0,0,0,0,0,0,0,0,203,0,1,31,0,1,0,23,0,0,0,11,0,0,0,0,4,7,0,0,0,0,0,3
כפר קאסם,634,11756,9426,64,9362,57,0,1024,1,24,5,1070,0,0,0,12,0,11,10,3254,1,0,1,0,3800,2,4,0,0,0,1,2,2,38,2,2,4,2,33
כפר קיש,388,333,229,1,228,59,0,0,0,0,0,0,6,0,0,18,0,4,31,15,0,0,2,0,0,0,69,1,0,0,0,0,0,18,0,1,2,0,2
כפר קרע,654,10487,7044,70,6974,52,3,3490,0,0,0,976,3,0,1,10,0,265,37,272,0,0,7,4,1703,3,3,2,1,0,0,4,22,16,5,76,10,2,7
כפר ראש הנקרה,579,856,628,0,628,239,0,0,0,0,0,4,7,0,2,16,0,16,100,33,0,1,4,0,0,0,144,1,0,0,0,0,12,32,0,0,6,3,8
כפר רוזנואלד (זרע,1130,192,126,2,124,13,1,0,0,0,0,0,0,0,0,17,0,8,36,1,0,0,0,0,0,0,15,1,0,0,0,0,5,5,0,0,1,0,21
כפר רופין,295,400,270,1,269,120,0,0,0,0,0,1,6,0,0,9,1,1,11,30,0,0,3,0,0,0,61,0,0,0,0,0,0,20,0,0,5,0,1
כפר רות,1166,185,152,0,152,29,0,0,0,0,0,0,3,0,0,14,0,4,25,9,0,0,1,0,0,0,36,0,0,0,0,0,8,15,0,0,7,1,0
כפר שמאי,605,280,179,0,179,4,5,0,0,0,0,0,0,0,0,43,0,2,62,1,0,0,9,0,0,0,11,0,0,0,0,0,2,6,0,0,3,0,31
כפר שמואל,743,522,430,2,428,107,0,0,0,0,0,0,4,0,1,25,0,10,69,37,0,0,0,0,0,0,88,2,0,0,0,0,3,73,0,1,3,0,5
כפר שמריהו,267,1698,1144,14,1130,126,4,1,0,3,0,2,12,0,3,46,1,35,144,169,1,1,5,0,0,0,360,0,0,0,0,1,17,179,0,2,9,2,7
כפר תבור,47,2519,1853,7,1846,462,5,0,0,1,0,5,25,0,7,144,2,45,323,98,0,0,19,0,0,0,434,4,0,0,0,1,35,164,0,2,17,2,51
כפר תפוח,3572,620,504,3,501,0,0,0,0,0,0,0,0,0,0,245,0,0,74,0,0,0,148,0,0,0,2,11,0,0,0,0,4,0,0,0,1,0,16
כרכום,1285,428,299,0,299,87,2,0,0,0,0,1,3,0,0,27,0,19,39,15,0,0,4,0,0,0,58,0,0,0,0,0,6,26,0,0,3,3,6
כרם בן זמרה,664,353,250,0,250,16,2,0,0,0,0,1,0,0,0,58,0,21,93,0,0,0,4,0,0,0,22,0,0,0,0,0,2,5,0,0,3,0,23
כרם יבנה (ישיבה),1094,151,137,0,137,0,15,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11
"כרם מהר""ל",580,564,430,2,428,109,1,0,0,1,0,2,9,0,0,37,0,7,57,56,0,0,1,4,2,0,94,0,0,0,0,0,7,40,0,1,0,0,0
כרם שלום,1085,87,38,2,36,13,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0
כרמי יוסף,1264,1429,1112,3,1109,235,3,0,0,0,0,4,26,0,2,46,1,34,149,167,0,0,7,0,0,0,309,0,0,0,0,0,8,99,0,1,11,4,3
כרמי צור,3766,443,384,1,383,0,5,0,0,0,0,0,0,0,0,277,0,0,33,0,0,0,48,0,0,0,2,3,0,0,0,1,2,0,0,0,4,0,8
כרמיאל,1139,39592,23372,432,22940,2993,568,74,5,35,9,120,143,0,45,1700,378,320,8865,516,10,15,260,16,45,11,3956,118,11,0,14,14,199,1255,24,16,346,63,796
כרמיה,768,444,312,0,312,62,0,0,0,0,0,0,7,0,0,24,0,14,39,80,0,0,4,0,0,1,38,0,0,0,0,0,4,21,1,1,4,3,9
כרמים,1198,111,87,0,87,24,0,0,0,0,0,1,2,0,2,19,0,3,5,11,0,0,0,0,0,0,15,0,0,0,0,0,3,2,0,0,0,0,0
כרמל,3656,243,208,0,208,0,1,0,0,0,0,0,0,0,0,168,0,0,16,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
לבון,1207,314,242,0,242,53,0,0,0,0,0,0,0,0,0,17,0,3,45,16,0,0,1,0,0,0,74,0,0,0,0,0,1,26,0,1,2,1,2
לביא,585,517,391,1,390,24,2,0,0,0,0,0,1,0,0,259,0,0,38,1,0,0,12,0,1,0,10,2,0,0,0,1,25,7,0,0,2,0,5
לבנים,1230,307,214,1,213,39,3,0,0,0,0,1,2,0,0,33,0,11,38,5,0,0,2,0,0,0,45,2,0,0,1,0,4,11,0,0,2,1,13
להב,2023,375,290,1,289,82,0,0,0,0,0,0,2,0,0,3,0,1,12,93,0,0,0,0,0,0,49,0,0,0,0,0,1,36,0,0,6,0,4
להבות הבשן,380,567,387,0,387,89,1,0,0,0,0,2,10,0,0,12,0,3,23,161,0,0,0,0,0,0,36,1,0,0,0,0,2,35,0,2,5,2,3
להבות חביבה,715,392,291,0,291,98,0,0,0,0,0,1,2,0,0,4,0,7,17,88,0,0,0,0,0,0,50,0,0,0,0,0,2,21,0,0,0,0,1
להבים,1271,4547,3498,9,3489,713,2,3,0,5,0,22,19,0,3,217,6,157,641,212,0,0,16,0,5,0,901,2,0,0,2,1,59,409,2,1,39,9,43
לוד,7000,51957,28921,512,28409,1751,301,1722,10,37,9,573,72,0,90,2823,290,324,9469,296,14,14,872,26,2246,11,2136,184,45,0,52,16,272,863,30,33,296,81,3451
לוזית,52,295,211,1,210,14,11,0,0,0,0,1,2,0,0,26,0,3,46,8,0,0,2,0,0,0,10,3,0,0,0,0,3,2,0,0,2,0,77
לוחמי הגיטאות,595,435,330,1,329,169,0,0,0,0,0,0,8,0,0,3,0,6,17,42,0,0,1,0,0,0,57,0,0,0,0,0,3,20,0,0,1,1,1
לוטם,1171,351,249,0,249,92,1,0,0,0,0,1,15,0,0,8,0,4,13,37,0,2,0,0,0,0,56,0,0,0,0,0,3,11,1,2,2,1,0
לוטן,1255,119,73,1,72,26,0,0,0,0,0,2,3,0,0,4,0,2,2,22,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0
לימן,674,479,363,2,361,48,1,0,0,0,0,1,2,0,0,30,0,6,110,9,0,0,1,0,0,1,112,0,1,0,0,0,2,27,0,0,7,0,3
לכיש,24,458,378,1,377,117,0,1,0,1,0,0,8,0,1,17,0,12,17,61,0,0,2,0,0,0,88,0,0,0,0,0,10,35,0,0,6,0,1
לפיד,1310,1578,1197,3,1194,246,3,0,0,1,0,3,12,0,0,72,0,17,232,102,0,0,6,1,0,0,360,5,0,0,0,0,24,84,0,0,13,5,8
לפידות,1173,130,88,1,87,11,0,0,0,1,0,0,3,0,0,4,0,1,31,2,0,0,0,0,0,0,10,0,0,0,0,0,3,2,0,0,1,1,17
לקיה,1060,5338,3410,51,3359,11,2,1860,1,0,1,7,0,0,0,12,1,1,5,11,0,0,6,0,1398,0,4,1,0,0,0,2,8,9,6,1,0,2,10
מאור,2055,714,555,2,553,105,2,0,0,0,0,0,4,0,1,40,0,23,122,42,0,1,4,0,0,0,117,21,0,0,0,0,6,39,0,0,9,2,15
מאיר שפיה,102,99,52,0,52,13,0,0,0,0,0,0,1,0,0,7,0,1,7,5,0,0,2,0,0,0,11,0,0,0,0,0,3,0,0,0,2,0,0
מבוא ביתר,771,364,262,0,262,33,1,0,0,0,0,1,3,0,2,21,0,8,86,11,0,0,6,0,0,0,51,0,0,0,0,0,7,24,0,0,2,1,5
מבוא דותן,3569,241,139,3,136,3,0,0,0,0,0,0,2,0,0,29,2,3,62,1,0,0,8,0,0,0,11,1,0,0,0,1,1,9,0,0,0,1,2
מבוא חורון,3709,832,748,0,748,4,40,0,0,0,0,0,0,0,0,481,0,0,35,0,0,0,115,0,0,0,3,3,0,0,0,0,6,0,0,0,3,1,57
מבוא חמה,4204,347,220,0,220,82,0,0,0,0,0,1,11,0,0,16,0,1,12,29,0,0,0,0,0,0,40,0,0,0,0,0,2,22,0,1,3,0,0
מבוא מודיעים,1141,185,118,0,118,1,5,0,0,0,0,0,1,0,0,46,0,0,26,4,0,0,15,0,0,0,3,1,0,0,0,0,7,0,0,0,2,0,7
מבועים,1080,793,539,4,535,63,0,0,0,0,0,0,3,0,2,71,0,40,121,12,0,0,1,1,0,0,101,1,0,0,0,0,12,46,0,0,10,1,50
מבטחים,829,360,220,1,219,10,0,0,0,0,0,0,1,0,0,37,0,13,65,5,0,0,8,0,0,0,20,1,0,0,0,0,1,7,0,0,3,2,46
מבקיעים,573,284,187,2,185,19,0,0,0,0,0,0,4,0,0,9,0,11,57,5,0,0,2,0,0,1,29,1,0,0,0,0,2,18,0,0,6,3,18
מבשרת ציון,1015,18404,13192,76,13116,1991,43,6,1,6,0,49,80,0,23,1052,18,338,3455,1286,1,2,256,2,5,3,2383,44,8,0,1,5,265,818,16,5,107,14,833
מג'ד אל-כרום,516,8381,6123,31,6092,378,10,2056,0,1,1,1829,2,0,1,2,0,19,10,30,0,0,0,0,1551,1,14,0,0,0,0,5,15,24,0,7,9,2,125
מג'דל שמס,4201,505,103,0,103,4,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,0,0,0,1,0,8,0,0,0,0,0,0,7,1,0,0,0,8
מגאר,481,13337,5117,156,4961,409,13,323,0,7,1,925,5,0,3,138,1,328,641,85,0,0,8,1,606,2,111,6,4,0,3,5,24,324,11,12,8,2,955
מגדים,689,753,568,3,565,76,7,0,0,0,0,2,3,0,0,37,0,27,124,27,0,0,26,0,0,0,109,1,0,0,1,0,14,56,1,0,5,2,47
מגדל העמק,874,20169,12374,227,12147,797,173,4,5,17,2,3,29,0,19,816,114,153,5045,106,3,8,423,9,10,6,1273,67,9,0,14,10,127,489,14,14,124,32,2232
מגדל עוז,3561,252,178,1,177,4,1,0,0,0,0,0,0,0,0,152,0,0,12,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
מגדל,65,1187,742,3,739,50,7,1,0,0,0,2,3,0,0,83,4,12,250,10,0,0,28,0,0,0,48,12,0,0,0,0,7,40,0,0,7,0,175
מגדלים,3751,111,69,2,67,1,1,0,0,0,0,0,1,0,0,15,0,0,25,0,0,0,8,0,0,0,7,2,0,0,2,0,1,2,0,0,2,0,0
מגידו,586,546,435,3,432,125,0,0,0,0,0,3,3,0,0,21,0,3,35,95,0,0,3,0,0,0,100,0,0,0,0,0,1,33,0,0,8,0,2
מגל,375,683,573,2,571,196,0,0,0,0,0,0,21,0,1,7,0,6,25,91,0,0,2,0,0,0,166,0,0,0,0,0,1,48,0,0,7,0,0
מגן שאול,1155,314,215,5,210,21,0,0,0,0,0,0,1,0,0,25,0,22,71,4,0,0,7,0,0,0,29,3,0,0,0,0,3,14,0,0,1,0,9
